id,title,url,date_iso,year,abstract,source,doi,notes
845,,https://mra.asm.org/content/4/6/e01263-16.short,,,,,,fetch_failed
846,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: effect on growth, the transcriptome and survival under stress",https://www.nature.com/articles/npjmgrav201638,12/1/2016,2016,"Waterborne pathogenic mycobacteria can form biofilms, and certain species can cause hard-to-treat human lung infections. Astronaut health could therefore be compromised if the spacecraft environment or water becomes contaminated with pathogenic mycobacteria. This work uses Mycobacterium marinum to determine the physiological changes in a pathogenic mycobacteria grown under low-shear modeled microgravity (LSMMG). M. marinum were grown in high aspect ratio vessels (HARVs) using a rotary cell culture system subjected to LSMMG or the control orientation (normal gravity, NG) and the cultures used to determine bacterial growth, bacterium size, transcriptome changes, and resistance to stress. Two exposure times to LSMMG and NG were examined: bacteria were grown for ~40 h (short), or 4 days followed by re-dilution and growth for ~35 h (long). M. marinum exposed to LSMMG transitioned from exponential phase earlier than the NG culture. They were more sensitive to hydrogen peroxide but showed no change in resistance to gamma radiation or pH 3.5. RNA-Seq detected significantly altered transcript levels for 562 and 328 genes under LSMMG after short and long exposure times, respectively. Results suggest that LSMMG induced a reduction in translation, a downregulation of metabolism, an increase in lipid degradation, and increased chaperone and mycobactin expression. Sigma factor H (sigH) was the only sigma factor transcript induced by LSMMG after both short and long exposure times. In summary, transcriptome studies suggest that LSMMG may simulate a nutrient-deprived environment similar to that found within macrophage during infection. SigH is also implicated in the M. marinum LSMMG transcriptome response. Microgravity alters gene expression in a pathogenic waterborne microbe — changes that could pose a health risk to astronauts in space. Lynn Harrison from the Louisiana State University Health Sciences Center in Shreveport, USA, and colleagues grew an infectious bacterium called Mycobacterium marinum, a close relative to the microbe responsible for tuberculosis, in a rotary cell culture system that causes the low fluid shear dynamics associated with microgravity. Bacteria in this state grew slower with different expression levels of several hundred genes compared to those cultured under normal gravity conditions. Some of these molecular differences are similar to those elicited when mycobacteria infect human cells, suggesting that space might make the microbes more pathogenic. However, microgravity also made the bacteria more sensitive to certain stressors like hydrogen peroxide, so the overall impact on virulence is still unclear.",html/json-ld,10.1038/npjmgrav.2016.38,
847,Spaceflight Activates Lipotoxic Pathways in Mouse Liver,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0152877,4/20/2016,2016,"Spaceflight affects numerous organ systems in the body, leading to metabolic dysfunction that may have long-term consequences. Microgravity-induced alterations in liver metabolism, particularly with respect to lipids, remain largely unexplored. Here we utilize a novel systems biology approach, combining metabolomics and transcriptomics with advanced Raman microscopy, to investigate altered hepatic lipid metabolism in mice following short duration spaceflight. Mice flown aboard Space Transportation System -135, the last Shuttle mission, lose weight but redistribute lipids, particularly to the liver. Intriguingly, spaceflight mice lose retinol from lipid droplets. Both mRNA and metabolite changes suggest the retinol loss is linked to activation of PPARα-mediated pathways and potentially to hepatic stellate cell activation, both of which may be coincident with increased bile acids and early signs of liver injury. Although the 13-day flight duration is too short for frank fibrosis to develop, the retinol loss plus changes in markers of extracellular matrix remodeling raise the concern that longer duration exposure to the space environment may result in progressive liver damage, increasing the risk for nonalcoholic fatty liver disease.",html/json-ld,10.1371/journal.pone.0152877,
848,,https://www.researchgate.net/publication/265642525_Molecular_Effects_of_Spaceflight_in_the_Mouse_Eye_after_Space_Shuttle_Mission_STS-135,,,,,,fetch_failed
849,Spaceflight Transcriptomes: Unique Responses to a Novel Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3264962/,1/1/2012,2012,"The spaceflight environment presents unique challenges to terrestrial biology, including but not limited to the direct effects of gravity. As we near the end of the Space Shuttle era, there remain fundamental questions about the response and ...",html/json-ld,10.1089/ast.2011.0696,
850,"Complete Genome Sequence of Klebsiella quasipneumoniae subsp. similipneumoniae Strain IF3SW-P1, Isolated from the International Space Station",https://pubmed.ncbi.nlm.nih.gov/35735981/,7/21/2022,2022,"The 5.2-Mb circular genome of Klebsiella quasipneumoniae subsp. <i>similipneumoniae</i> strain IF3SW-P1, isolated from the International Space Station, was sequenced using Oxford Nanopore Technologies. The genome lacks a megaplasmid typical of hypervirulent and multidrug-resistant Klebsiella strains but does contain a chromosomally encoded OqxAB efflux pump associated with carbapenem resistance.",html/json-ld,10.1128/mra.00476-22,
851,"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina",https://www.nature.com/articles/s41598-019-49453-x,9/16/2019,2019,"Extended spaceflight has been shown to adversely affect astronaut visual acuity. The purpose of this study was to determine whether spaceflight alters gene expression profiles and induces oxidative damage in the retina. Ten week old adult C57BL/6 male mice were flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth under identical environmental conditions. Within 38 (+/−4) hours after splashdown, mice ocular tissues were collected for analysis. RNA sequencing detected 600 differentially expressed genes (DEGs) in murine spaceflight retinas, which were enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Twelve DEGs were associated with retinitis pigmentosa, characterized by dystrophy of the photoreceptor layer rods and cones. Differentially expressed transcription factors indicated changes in chromatin structure, offering clues to the observed phenotypic changes. Immunofluorescence assays showed degradation of cone photoreceptors and increased retinal oxidative stress. Total retinal, retinal pigment epithelium, and choroid layer thickness were significantly lower after spaceflight. These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",html/json-ld,10.1038/s41598-019-49453-x,
852,Advancing Science in Microgravity – Implications for Effective Therapies,https://journals.riverpublishers.com/index.php/IJTS/article/view/29961,7/30/2025,2025,"The International Space Station (ISS) is a collaborative platform for advanced research in microgravity, significantly contributing to cancer studies, drug development, and tissue engineering. Since its assembly in 1998, the ISS has become an invaluable environment for experiments not possible on Earth. A key focus is organoid development – miniature, 3D human organ models grown in space, offering insights into disease mechanisms, drug responses, and regenerative medicine. Microgravity promotes scaffold-free tissue formation, advancing neurodegenerative disease research and therapeutic discovery. Cancer research on the ISS has expanded since the 2010s, using microgravity to grow 3D tumor models that mimic human tumors more accurately than Earth-based systems. These studies have improved our understanding of cancer cell behavior, chemotherapy resistance, and immune responses, driving new drug development. NASA’s collaboration with initiatives like the Cancer Moonshot accelerates cancer research in space. Emerging biomarker studies in space are enhancing early cancer detection and environmental monitoring. Additionally, ISS research on radiation-induced DNA damage has led to improved diagnostic tools, such as microsatellite instability (MSI) tests, which aid in cancer detection and treatment planning. Overall, the ISS continues to push boundaries in biomedical research, offering novel insights that are transforming cancer biology, regenerative medicine, and precision health, with far-reaching implications for human health on Earth and beyond.",html/json-ld,10.13052/ijts2246-8765.2025.001,
853,Critical investments in bioregenerative life support systems for bioastronautics and sustainable lunar exploration,https://pubmed.ncbi.nlm.nih.gov/40818983/,8/16/2025,2025,"NASA and the CNSA have both released plans for lunar human exploration. This paper reviews those plans through the lens of strategic capability development. It examines the history of NASA's development of bioregenerative space habitation systems and shows how past research and policy decisions, including funding cuts and program discontinuations, have led to critical gaps in current NASA capabilities. These gaps pose a strategic risk to US leadership in human space exploration that must be addressed urgently to sustain international competitiveness. It concludes with recommendations for program investments crucial for the deployment of mature bioregenerative technologies in the coming decade.",html/json-ld,10.1038/s41526-025-00518-4,
854,,https://ttu-ir.tdl.org/server/api/core/bitstreams/0583caf9-c657-4c9b-baf7-c6f7287a721d/content,6/26/2025,2025,,http_last_modified,,
855,,https://ntrs.nasa.gov/api/citations/20250004252/downloads/Book%20Chapter.pdf,4/28/2025,2025,,http_last_modified,,
856,,https://www.sciencedirect.com/science/article/pii/S2590346225001324?ref=pdf_download&fr=RR-2&rr=9670b987ae3e152b,,,,,,fetch_failed
857,The utility of animal models to inform the next generation of human space exploration,https://www.nature.com/articles/s41526-025-00460-5,2/22/2025,2025,"Animals have played a vital role in every stage of space exploration, from early sub-orbital flights to contemporary missions. New physiological and psychological challenges arise with plans to venture deeper into the solar system. Advances in chimeric and knockout animal models, along with genetic modification techniques have enhanced our ability to study the effects of microgravity in greater detail. However, increased investment in the purposeful design of habitats and payloads, as well as in AI-enhanced behavioral monitoring in orbit can better support the ethical and effective use of animals in deep space research.",html/json-ld,10.1038/s41526-025-00460-5,
858,,https://arc.aiaa.org/doi/epdf/10.2514/6.2025-2548,,,,,,fetch_failed
859,,https://doi.org/10.1002/pmic.202300645,,,,,,fetch_failed
860,,https://doi.org/10.1101/2023.01.18.524628,,,,,,fetch_failed
861,,https://arxiv.org/ftp/arxiv/papers/2308/2308.07339.pdf,8/16/2023,2023,,http_last_modified,,
862,,https://academic.oup.com/bib/article/25/6/bbae467/7774875,,,,,,fetch_failed
863,,https://journals.asm.org/doi/10.1128/mmbr.00144-23,,,,,,fetch_failed
864,Differential network analysis reveals the key role of the ECM-receptor pathway in α-particle-induced malignant transformation,https://pubmed.ncbi.nlm.nih.gov/39049874/,6/17/2024,2024,"Space particle radiation is a major environmental factor in spaceflight, and it is known to cause body damage and even trigger cancer, but with unknown molecular etiologies. To examine these causes, we developed a systems biology approach by focusing on the co-expression network analysis of transcriptomics profiles obtained from single high-dose (SE) and multiple low-dose (ME) <i>α</i>-particle radiation exposures of BEAS-2B human bronchial epithelial cells. First, the differential network and pathway analysis based on the global network and the core modules showed that genes in the ME group had higher enrichment for the extracellular matrix (ECM)-receptor interaction pathway. Then, collagen gene COL1A1 was screened as an important gene in the ME group assessed by network parameters and an expression study of lung adenocarcinoma samples. COL1A1 was found to promote the emergence of the neoplastic characteristics of BEAS-2B cells by both <i>in vitro</i> experimental analyses and <i>in vivo</i> immunohistochemical staining. These findings suggested that the degree of malignant transformation of cells in the ME group was greater than that of the SE, which may be caused by the dysregulation of the ECM-receptor pathway.",html/json-ld,10.1016/j.omtn.2024.102260,
865,Skeletal muscle-on-a-chip in microgravity as a platform for regeneration modeling and drug screening,https://pubmed.ncbi.nlm.nih.gov/39059375/,8/13/2024,2024,"Microgravity has been shown to lead to both muscle atrophy and impaired muscle regeneration. The purpose was to study the efficacy of microgravity to model impaired muscle regeneration in an engineered muscle platform and then to demonstrate the feasibility of performing drug screening in this model. Engineered human muscle was launched to the International Space Station National Laboratory, where the effect of microgravity exposure for 7 days was examined by transcriptomics and proteomics approaches. Gene set enrichment analysis of engineered muscle cultured in microgravity, compared to normal gravity conditions, highlighted a metabolic shift toward lipid and fatty acid metabolism, along with increased apoptotic gene expression. The addition of pro-regenerative drugs, insulin-like growth factor-1 (IGF-1) and a 15-hydroxyprostaglandin dehydrogenase inhibitor (15-PGDH-i), partially inhibited the effects of microgravity. In summary, microgravity mimics aspects of impaired myogenesis, and the addition of these drugs could partially inhibit the effects induced by microgravity.",html/json-ld,10.1016/j.stemcr.2024.06.010,
866,"A second space age spanning omics, platforms and medicine across orbits",https://www.nature.com/articles/s41586-024-07586-8,6/11/2024,2024,"The recent acceleration of commercial, private and multi-national spaceflight has created an unprecedented level of activity in low Earth orbit, concomitant with the largest-ever number of crewed missions entering space and preparations for exploration-class (lasting longer than one year) missions. Such rapid advancement into space from many new companies, countries and space-related entities has enabled a ‘second space age’. This era is also poised to leverage, for the first time, modern tools and methods of molecular biology and precision medicine, thus enabling precision aerospace medicine for the crews. The applications of these biomedical technologies and algorithms are diverse, and encompass multi-omic, single-cell and spatial biology tools to investigate human and microbial responses to spaceflight. Additionally, they extend to the development of new imaging techniques, real-time cognitive assessments, physiological monitoring and personalized risk profiles tailored for astronauts. Furthermore, these technologies enable advancements in pharmacogenomics, as well as the identification of novel spaceflight biomarkers and the development of corresponding countermeasures. In this Perspective, we highlight some of the recent biomedical research from the National Aeronautics and Space Administration, Japan Aerospace Exploration Agency, European Space Agency and other space agencies, and detail the entrance of the commercial spaceflight sector (including SpaceX, Blue Origin, Axiom and Sierra Space) into aerospace medicine and space biology, the first aerospace medicine biobank, and various upcoming missions that will utilize these tools to ensure a permanent human presence beyond low Earth orbit, venturing out to other planets and moons. The current ‘second space age’ has enabled multiple studies on the effects of spaceflight on human physiology and health, which are contributing to the development of measures that will be needed to maintain astronaut health in future space missions.",html/json-ld,10.1038/s41586-024-07586-8,
867,Astronaut omics and the impact of space on the human body at scale,https://www.nature.com/articles/s41467-024-47237-0,6/11/2024,2024,"Future multi-year crewed planetary missions will motivate advances in aerospace nutrition and telehealth. On Earth, the Human Cell Atlas project aims to spatially map all cell types in the human body. Here, we propose that a parallel Human Cell Space Atlas could serve as an openly available, global resource for space life science research. As humanity becomes increasingly spacefaring, high-resolution omics on orbit could permit an advent of precision spaceflight healthcare. Alongside the scientific potential, we consider the complex ethical, cultural, and legal challenges intrinsic to the human space omics discipline, and how philosophical frameworks may benefit from international perspectives. High-resolution omics data have facilitated the ongoing Human Cell Atlas project. In this Perspective, Rutter and colleagues propose that a parallel Human Cell Space Atlas initiative would provide a platform for spaceflight-associated research and healthcare.",html/json-ld,10.1038/s41467-024-47237-0,
868,Biological horizons: pioneering open science in the cosmos,https://www.nature.com/articles/s41467-024-48633-2,6/11/2024,2024,Nature Communications - Biological horizons: pioneering open science in the cosmos,html/json-ld,10.1038/s41467-024-48633-2,
869,Understanding how space travel affects the female reproductive system to the Moon and beyond,https://www.nature.com/articles/s44294-024-00009-z,6/11/2024,2024,"As the space industry grows exponentially and aspirations for space travel expand, we are entering a new era where we will very likely become an interplanetary species. Although reproduction is an essential human function and necessary for species survival, we have remarkably little knowledge regarding the impact of space travel on the female reproductive system. The effects of spaceflight on human reproductive potential, fertility, implantation and subsequent pregnancy resulting in a healthy live birth must be considered before planning prolonged spaceflight missions and the colonization of planets. In this review, we explore what is known and what remains to be learned about the effects of space travel on female reproductive endocrinology. We also delve deeper into reproductive endocrinology and discuss normal physiologic mechanisms at the molecular level to have a better understanding of how it may change during spaceflight. The rigors of spaceflight including radiation, gravitational stressors, and circadian rhythm changes could potentially affect ovulation, fertilization, endometrial receptivity, preimplantation embryo development, embryo implantation, placentation, and pregnancy. Thus, we will examine what is known about spaceflight effects on the hypothalamic–pituitary–gonadal (HPG) axis, ovarian folliculogenesis and steroidogenesis, early embryogenesis, endometrial receptivity, and pregnancy. We further discuss the recent advances in reproductive endocrinology and future research platforms. Establishing a better understanding of the effect of space travel on female reproductive health, as well as developing countermeasures to mitigate adverse effects, are decisive components of our species’ successful transition to an interplanetary one.",html/json-ld,10.1038/s44294-024-00009-z,
870,"Domains of life sciences in spacefaring: what, where, and how to get involved",https://pubmed.ncbi.nlm.nih.gov/38287000/,1/29/2024,2024,"The integration of biology and spacefaring has led to the development of three interrelated fields: Astrobiology, Bioastronautics, and Space Bioprocess Engineering. Astrobiology is concerned with the study of the origin, evolution, distribution, and future of life in the universe, while Bioastronautics focuses on the effects of spaceflight on biological systems, including human physiology and psychology. Space Bioprocess Engineering, on the other hand, deals with the design, deployment, and management of biotechnology for human exploration. This paper highlights the unique contributions of each field and outlines opportunities for biologists to engage in these exciting avenues of research. By providing a clear overview of the major fields of biology and spacefaring, this paper serves as a valuable resource for scientists and researchers interested in exploring the integration of these disciplines.",html/json-ld,10.1038/s41526-024-00354-y,
871,How to obtain an integrated picture of the molecular networks involved in adaptation to microgravity in different biological systems?,https://www.nature.com/articles/s41526-024-00395-3,5/1/2024,2024,"Periodically, the European Space Agency (ESA) updates scientific roadmaps in consultation with the scientific community. The ESA SciSpacE Science Community White Paper (SSCWP) 9, “Biology in Space and Analogue Environments”, focusses in 5 main topic areas, aiming to address key community-identified knowledge gaps in Space Biology. Here we present one of the identified topic areas, which is also an unanswered question of life science research in Space: “How to Obtain an Integrated Picture of the Molecular Networks Involved in Adaptation to Microgravity in Different Biological Systems?” The manuscript reports the main gaps of knowledge which have been identified by the community in the above topic area as well as the approach the community indicates to address the gaps not yet bridged. Moreover, the relevance that these research activities might have for the space exploration programs and also for application in industrial and technological fields on Earth is briefly discussed.",html/json-ld,10.1038/s41526-024-00395-3,
872,Long-term space missions' effects on the human organism: what we do know and what requires further research,https://pubmed.ncbi.nlm.nih.gov/38415007/,2/13/2024,2024,"Space has always fascinated people. Many years have passed since the first spaceflight, and in addition to the enormous technological progress, the level of understanding of human physiology in space is also increasing. The presented paper aims to summarize the recent research findings on the influence of the space environment (microgravity, pressure differences, cosmic radiation, etc.) on the human body systems during short-term and long-term space missions. The review also presents the biggest challenges and problems that must be solved in order to extend safely the time of human stay in space. In the era of increasing engineering capabilities, plans to colonize other planets, and the growing interest in commercial space flights, the most topical issues of modern medicine seems to be understanding the effects of long-term stay in space, and finding solutions to minimize the harmful effects of the space environment on the human body.",html/json-ld,10.3389/fphys.2024.1284644,
873,,https://www.mdpi.com/2306-5354/11/1/11,,,,,,fetch_failed
874,,https://www.sciencedirect.com/science/article/abs/pii/S1567724924000138?via%3Dihub,,,,,,fetch_failed
875,,https://www.mdpi.com/2076-3921/13/4/432,,,,,,fetch_failed
876,,https://www.mdpi.com/1422-0067/25/2/926,,,,,,fetch_failed
877,Procrustes is a machine-learning approach that removes cross-platform batch effects from clinical RNA sequencing data,https://www.nature.com/articles/s42003-024-06020-z,3/30/2024,2024,"With the increased use of gene expression profiling for personalized oncology, optimized RNA sequencing (RNA-seq) protocols and algorithms are necessary to provide comparable expression measurements between exome capture (EC)-based and poly-A RNA-seq. Here, we developed and optimized an EC-based protocol for processing formalin-fixed, paraffin-embedded samples and a machine-learning algorithm, Procrustes, to overcome batch effects across RNA-seq data obtained using different sample preparation protocols like EC-based or poly-A RNA-seq protocols. Applying Procrustes to samples processed using EC and poly-A RNA-seq protocols showed the expression of 61% of genes (N = 20,062) to correlate across both protocols (concordance correlation coefficient &gt; 0.8, versus 26% before transformation by Procrustes), including 84% of cancer-specific and cancer microenvironment-related genes (versus 36% before applying Procrustes; N = 1,438). Benchmarking analyses also showed Procrustes to outperform other batch correction methods. Finally, we showed that Procrustes can project RNA-seq data for a single sample to a larger cohort of RNA-seq data. Future application of Procrustes will enable direct gene expression analysis for single tumor samples to support gene expression-based treatment decisions. Procrustes is a machine-learning algorithm that can overcome batch effects across RNA-seq data obtained by different sample preparation methods, like exome capture-based or poly-A RNA-seq protocols.",html/json-ld,10.1038/s42003-024-06020-z,
878,,https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.19709,,,,,,fetch_failed
879,Simulated microgravity attenuates myogenesis and contractile function of 3D engineered skeletal muscle tissues,https://pubmed.ncbi.nlm.nih.gov/38365862/,2/16/2024,2024,"While the effects of microgravity on inducing skeletal muscle atrophy have been extensively studied, the impacts of microgravity on myogenesis and its mechanisms remain unclear. In this study, we developed a microphysiological system of engineered muscle tissue (EMT) fabricated using a collagen / Matrigel composite hydrogel and murine skeletal myoblasts. This 3D EMT model allows non-invasive quantitative assessment of contractile function. After applying a 7-day differentiation protocol to induce myotube formation, the EMTs clearly exhibited sarcomerogenesis, myofilament formation, and synchronous twitch and tetanic contractions with electrical stimuli. Using this 3D EMT system, we investigated the effects of simulated microgravity at 10<sup>-3 </sup>G on myogenesis and contractile function utilizing a random positioning machine. EMTs cultured for 5 days in simulated microgravity exhibited significantly reduced contractile forces, myofiber size, and differential expression of muscle contractile, myogenesis regulatory, and mitochondrial biogenesis-related proteins. These results indicate simulated microgravity attenuates myogenesis, resulting in impaired muscle function.",html/json-ld,10.1038/s41526-024-00353-z,
880,The use of RNA-seq for the study of physiological adaptations of halophiles in extreme environments for astrobiological data interpretation,https://www.frontiersin.org/articles/10.3389/fspas.2024.1342694/full,3/7/2024,2024,"across a wide range of geographic locations. Hence, we can conclude that these adaptations (and eventually the genes) are essential for the microbes to survive in these hostile environments. The purpose of this paper aims to discuss the utility of RNA-seq, a transcriptomic analysis tool, to study the details of halophile adaptations within terrestrial evolution and for projected Martian ecological stresses and applications for transcriptomics for astrobiology research. The strategies shown here involve study of modern-day cells, which evolved from ancient cells. The modern day cell would be subjected to prebiotic world stress conditions or a simulated Martian environment. RNA-seq analysis will be performed on the stressed cell, generating a list of differentially expressed genes.",html/json-ld,10.3389/fspas.2024.1342694,
881,Translating genetic findings to epigenetics: identifying the mechanisms associated with aging after high-radiation exposure on earth and in space,https://pubmed.ncbi.nlm.nih.gov/38584916/,3/22/2024,2024,"<h3>Purpose</h3><p>Exposure to radiation is a health concern within and beyond the Earth's atmosphere for aircrew and astronauts in their respective austere environments. The biological effects of radiation exposure from a multiomics standpoint are relatively unexplored and stand to shed light on tailored monitoring and treatment for those in these career fields. To establish a reference variable for genetic damage, biological age seems to be closely associated with the effect of radiation. Following a genetic-based study, this study explores the epigenetic landscape of radiation exposure along with its associative effects on aging processes.</p><h3>Methods</h3><p>We imported the results of the genetics-based study that was a secondary analysis of five publicly available datasets (noted as Data1). The overlap of these genes with new data involving methylation data from two datasets (noted as Data2) following similar secondary analysis procedures is the basis of this study. We performed the standard statistical analysis on these datasets along with supervised and unsupervised learning to create preranked gene lists used for functional analysis in Ingenuity Pathway Analysis (IPA).</p><h3>Results</h3><p>There were 664 genes of interest from Data1 and 577 genes from Data2. There were 40 statistically significant methylation probes within 500 base pairs of the gene's transcription start site and 10 probes within 100 base pairs, which are discussed in depth. IPA yielded 21 significant pathways involving metabolism, cellular development, cell death, and diseases. Compared to gold standards for gestational age, we observed relatively low error and standard deviation using newly identified biomarkers.</p><h3>Conclusion</h3><p>We have identified 17 methylated genes that exhibited particular interest and potential in future studies. This study suggests that there are common trends in oxidative stress, cell development, and metabolism that indicate an association between aging processes and the effects of ionizing radiation exposure.</p>",html/json-ld,10.3389/fpubh.2024.1333222,
882,Caenorhabditis elegans in microgravity: An omics perspective,https://pubmed.ncbi.nlm.nih.gov/37456835/,6/20/2023,2023,"The application of omics to study <i>Caenorhabditis elegans</i> (<i>C. elegans</i>) in the context of spaceflight is increasing, illuminating the wide-ranging biological impacts of spaceflight on physiology. In this review, we highlight the application of omics, including transcriptomics, genomics, proteomics, multi-omics, and integrated omics in the study of spaceflown <i>C. elegans</i>, and discuss the impact, use, and future direction of this branch of research. We highlight the variety of molecular alterations that occur in response to spaceflight, most notably changes in metabolic and neuromuscular gene regulation. These transcriptional features are reproducible and evident across many spaceflown species (e.g., mice and astronauts), supporting the use of <i>C. elegans</i> as a model organism to study spaceflight physiology with translational capital. Integrating tissue-specific, spatial, and multi-omics approaches, which quantitatively link molecular responses to phenotypic adaptations, will facilitate the identification of candidate regulatory molecules for therapeutic intervention and thus represents the next frontiers in <i>C. elegans</i> space omics research.",html/json-ld,10.1016/j.isci.2023.107189,
883,Big Data for a Small World: A Review on Databases and Resources for Studying Microbiomes,https://link.springer.com/article/10.1007/s41745-023-00370-z,4/5/2023,2023,"Microorganisms are ubiquitous in nature and form complex community networks to survive in various environments. This community structure depends on numerous factors like nutrient availability, abiotic factors like temperature and pH as well as microbial composition. Categorising accessible biomes according to their habitats would help in understanding the complexity of the environment-specific communities. Owing to the recent improvements in sequencing facilities, researchers have started to explore diverse microbiomes rapidly and attempts have been made to study microbial crosstalk. However, different metagenomics sampling, preprocessing, and annotation methods make it difficult to compare multiple studies and hinder the recycling of data. Huge datasets originating from these experiments demand systematic computational methods to extract biological information beyond microbial compositions. Further exploration of microbial co-occurring patterns across the biomes could help us in designing cross-biome experiments. In this review, we catalogue databases with system-specific microbiomes, discussing publicly available common databases as well as specialised databases for a range of microbiomes. If the new datasets generated in the future could maintain at least biome-specific annotation, then researchers could use those contemporary tools for relevant and bias-free analysis of complex metagenomics data.",html/json-ld,10.1007/s41745-023-00370-z,
884,Biological research and self-driving labs in deep space supported by artificial intelligence,https://www.nature.com/articles/s42256-023-00618-4,3/1/2023,2023,"Space biology research aims to understand fundamental spaceflight effects on organisms, develop foundational knowledge to support deep space exploration and, ultimately, bioengineer spacecraft and habitats to stabilize the ecosystem of plants, crops, microbes, animals and humans for sustained multi-planetary life. To advance these aims, the field leverages experiments, platforms, data and model organisms from both spaceborne and ground-analogue studies. As research is extended beyond low Earth orbit, experiments and platforms must be maximally automated, light, agile and intelligent to accelerate knowledge discovery. Here we present a summary of decadal recommendations from a workshop organized by the National Aeronautics and Space Administration on artificial intelligence, machine learning and modelling applications that offer solutions to these space biology challenges. The integration of artificial intelligence into the field of space biology will deepen the biological understanding of spaceflight effects, facilitate predictive modelling and analytics, support maximally automated and reproducible experiments, and efficiently manage spaceborne data and metadata, ultimately to enable life to thrive in deep space. Deep space exploration missions will require new technologies that can support astronaut health systems, as well as biological monitoring and research systems that can function independently from Earth-based mission control centres. A NASA workshop explored how artificial intelligence advances could help address these challenges and, in this second of two Review articles based on the findings from the workshop, the intersection between artificial intelligence and space biology is discussed.",html/json-ld,10.1038/s42256-023-00618-4,
885,Biomonitoring and precision health in deep space supported by artificial intelligence,https://www.nature.com/articles/s42256-023-00617-5,3/1/2023,2023,"Human exploration of deep space will involve missions of substantial distance and duration. To effectively mitigate health hazards, paradigm shifts in astronaut health systems are necessary to enable Earth-independent healthcare, rather than Earth-reliant. Here we present a summary of decadal recommendations from a workshop organized by NASA on artificial intelligence, machine learning and modelling applications that offer key solutions toward these space health challenges. The workshop recommended various biomonitoring approaches, biomarker science, spacecraft/habitat hardware, intelligent software and streamlined data management tools in need of development and integration to enable humanity to thrive in deep space. Participants recommended that these components culminate in a maximally automated, autonomous and intelligent Precision Space Health system, to monitor, aggregate and assess biomedical statuses. Deep-space exploration missions require new technologies that can support astronaut health systems as well as biological monitoring and research systems that can function independently from Earth-based mission control centres. A NASA workshop explored how artificial intelligence advances could help address these challenges and, in this first of two Review articles based on the findings from the workshop, a vision for autonomous biomonitoring and precision space health is discussed.",html/json-ld,10.1038/s42256-023-00617-5,
886,,https://www.mdpi.com/2073-4409/12/7/1043,,,,,,fetch_failed
887,Database of space life investigations and information on spaceflight plant biology,https://link.springer.com/article/10.1007/s00425-023-04213-0,8/1/2023,2023,"Extensive spaceflight life investigations (SLIs) have revealed observable space effects on plants, particularly their growth, nutrition yield, and secondary metabolite production. Knowledge of these effects not only facilitates space agricultural and biopharmaceutical technology development but also provides unique perspectives to ground-based investigations. SLIs are specialized experimental protocols and notable biological phenomena. These require specialized databases, leading to the development of the NASA Science Data Archive, Erasmus Experiment Archive, and NASA GeneLab. The increasing interests of SLIs across diverse fields demand resources with comprehensive content, convenient search facilities, and friendly information presentation. A new database SpaceLID (Space Life Investigation Database http://bidd.group/spacelid/ ) was developed with detailed menu search tools and categorized contents about the phenomena, protocols, and outcomes of 459 SLIs (including 106 plant investigations) of 92 species, where 236 SLIs and 57 plant investigations are uncovered by the existing databases. The usefulness of SpaceLID as an SLI information source is illustrated by the literature-reported analysis of metabolite, nutrition, and symbiosis variations of spaceflight plants.&nbsp;In conclusion,&nbsp;this study extensively investigated the impact of the space environment on plant biology, utilizing SpaceLID as an information source and examining various plant species, including Arabidopsis thaliana, Brassica rapa L., and Glycyrrhiza uralensis Fisch. The findings provide valuable insights into the effects of space conditions on plant physiology and metabolism.",html/json-ld,10.1007/s00425-023-04213-0,
888,Enhancing European capabilities for application of multi-omics studies in biology and biomedicine space research,https://pubmed.ncbi.nlm.nih.gov/37636054/,7/12/2023,2023,"Following on from the NASA twins' study, there has been a tremendous interest in the use of omics techniques in spaceflight. Individual space agencies, NASA's GeneLab, JAXA's ibSLS, and the ESA-funded Space Omics Topical Team and the International Standards for Space Omics Processing (ISSOP) groups have established several initiatives to support this growth. Here, we present recommendations from the Space Omics Topical Team to promote standard application of space omics in Europe. We focus on four main themes: i) continued participation in and coordination with international omics endeavors, ii) strengthening of the European space omics infrastructure including workforce and facilities, iii) capitalizing on the emerging opportunities in the commercial space sector, and iv) capitalizing on the emerging opportunities in human subjects research.",html/json-ld,10.1016/j.isci.2023.107289,
